title,speaker,initial speech,initial sentiment,initial POLARITY
The Second Part of Henry the Sixth,Master's-Mate,"And so much shall you give, or off goes yours.","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0.0
The Second Part of Henry the Sixth,Second Gentleman,And so will I and write home for it straight.,"[0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.879 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.61  0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.215 0.   ]",0.5379999999999999
The Second Part of Henry the Sixth,WHITMORE,"I lost mine eye in laying the prize aboard, And therefore to revenge it, shalt thou die; And so should these, if I might have my will.","[ 0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.18        0.
  0.          0.892       0.          0.         -0.869       0.
  0.          0.          0.         -0.30933333  0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.         -0.8835      0.          0.          0.
 -0.432       0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]",-0.06609999999999999
The Second Part of Henry the Sixth,BEVIS,"Come, and get thee a sword, though made of a lath; they have been up these two days.","[0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.966 0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.   ]",0.865
The Second Part of Henry the Sixth,HOLLAND,"They have the more need to sleep now, then.","[ 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.858  0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.    -0.106  0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.   ]",0.323
The Second Part of Henry the Sixth,CADE,"We John Cade, so termed of our supposed father,--","[ 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.    -0.884  0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.   ]",-0.677
The Second Part of Henry the Sixth,DICK,,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0.0
The Second Part of Henry the Sixth,SMITH,"furred pack, she washes bucks here at home.","[ 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.183  0.     0.     0.875  0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.    -0.257  0.
  0.     0.     0.     0.61   0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.   ]",0.28074999999999994
The Second Part of Henry the Sixth,Clerk,Emmanuel.,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0.0
The Second Part of Henry the Sixth,CLERK,"Sir, I thank God, I have been so well brought up that I can write my name.","[0.    0.329 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.884 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.215 0.   ]",0.6103999999999999
The Second Part of Henry the Sixth,MICHAEL,Where's our general?,"[ 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.    -0.834  0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.   ]",-0.829
The Second Part of Henry the Sixth,SIR HUMPHREY,"Rebellious hinds, the filth and scum of Kent, Mark'd for the gallows, lay your weapons down; Home to your cottages, forsake this groom: The king is merciful, if you revolt.","[-0.93766667  0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.         -0.556
  0.          0.93125     0.          0.          0.          0.
  0.          0.          0.          0.         -0.199       0.
  0.          0.          0.          0.          0.          0.
  0.          0.         -0.89        0.          0.          0.
  0.          0.          0.          0.          0.          0.6345
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]",-0.03776923076923079
The Second Part of Henry the Sixth,WILLIAM STAFFORD,"But angry, wrathful, and inclined to blood, If you go forward; therefore yield, or die.","[ 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.98   0.     0.     0.     0.
  0.     0.     0.    -0.464 -0.853  0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.    -0.816  0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.   ]",-0.491
The Second Part of Henry the Sixth,SAY,"Ay, but I hope your highness shall have his.","[0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.999 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.272 0.   ]",0.598
The Second Part of Henry the Sixth,SCALES,How now! is Jack Cade slain?,"[ 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.    -0.954  0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.   ]",-0.874
The Second Part of Henry the Sixth,First Citizen,"No, my lord, nor likely to be slain; for they have won the bridge, killing all those that withstand them: the lord mayor craves aid of your honour from the Tower, to defend the city from the rebels.","[-0.505   0.      0.      0.      0.      0.901   0.      0.      0.
  0.      0.      0.521   0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.9362  0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
 -0.54    0.      0.      0.      0.      0.      0.9425  0.     -0.954
  0.      0.      0.     -0.6     0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.    ]",0.37
The Second Part of Henry the Sixth,Soldier,Jack Cade! Jack Cade!,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0.0
The Second Part of Henry the Sixth,CLIFFORD,"What say ye, countrymen? will ye relent, And yield to mercy whilst 'tis offer'd you; Or let a rebel lead you to your deaths? Who loves the king and will embrace his pardon, Fling up his cap, and say 'God save his majesty!' Who hateth him and honours not his father, Henry the Fifth, that made all France to quake, Shake he his weapon at us and pass by.","[ 0.          0.          0.          0.          0.          0.918
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.         -0.17666667
  0.          0.          0.          0.          0.287       0.
  0.          0.9538      0.          0.659       0.          0.
  0.          0.          0.          0.         -0.9395      0.
  0.          0.          0.          0.          0.          0.
  0.          0.         -0.844       0.          0.          0.
 -0.4535      0.          0.          0.          0.881       0.659
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]",0.2794999999999999
The Second Part of Henry the Sixth,IDEN,"Lord, who would live turmoiled in the court, And may enjoy such quiet walks as these? This small inheritance my father left me Contenteth me, and worth a monarchy. I seek not to wax great by others' waning, Or gather wealth, I care not, with what envy: Sufficeth that I have maintains my state And sends the poor well pleased from my gate.","[-0.189   0.      0.      0.      0.      0.999   0.      0.      0.
  0.      0.      0.611   0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.9515 -0.551
  0.     -0.893   0.     -0.659   0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.917   0.      0.
  0.      0.159   0.      0.      0.     -0.415   0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.287   0.    ]",0.3951764705882352
